symbol,session_date,direction,entry_mode,stop_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,asian_high,asian_low,asian_range,adr,range_adr_fraction,exit_mode,trail_start_r,trail_distance_r,mae_r,ambiguous_bar,instrument,trade_id,portfolio_status,portfolio_risk_cash,portfolio_risk_pct,portfolio_pnl_cash,portfolio_balance_after_exit,portfolio_exit_sequence
GBPJPY..,2026-06-23,buy,confirmed_close,opposite,1.7,2026-06-23 09:30:00+00:00,2026-06-23 10:01:00+00:00,214.14100000000002,213.817,214.69180000000003,213.817,-1.0,loss,214.091,213.817,0.2740000000000009,1.3404285714285709,0.20441223489289218,fixed,1.0,1.0,-1.0,False,GBPJPY,44,accepted,4.769399840770064,0.5,-4.769399840770064,944.3411684724726,19
GBPJPY..,2026-06-24,buy,confirmed_close,opposite,1.7,2026-06-24 09:15:00+00:00,2026-06-24 13:11:00+00:00,213.495,212.913,214.4844,212.913,-1.0,loss,213.354,212.913,0.4410000000000025,1.3607142857142864,0.32409448818897807,fixed,1.0,1.0,-1.0,False,GBPJPY,45,accepted,4.7622457410089085,0.5,-4.7622457410089085,947.6869024607729,21
BTCUSD,2026-06-25,buy,confirmed_close,midpoint,1.7,2026-06-25 08:15:00+00:00,2026-06-25 16:31:00+00:00,61558.4,60929.85,62626.935000000005,60929.85,-1.0,loss,61299.1,60560.6,738.5,2046.6000000000017,0.36084237271572334,fixed,0.5,0.5,-1.0,False,BTCUSD,9,accepted,7.581495219686184,0.8,-7.581495219686184,940.1054072410867,22
GBPJPY..,2026-06-25,buy,confirmed_close,opposite,1.7,2026-06-25 10:00:00+00:00,2026-06-25 17:00:00+00:00,213.26500000000001,212.61,214.37850000000003,213.329,0.0977099236641112,win,213.245,212.61,0.6349999999999909,1.3663571428571422,0.46473940090960725,fixed,1.0,1.0,-0.6625954198473667,False,GBPJPY,46,accepted,7.581495219686184,0.8,0.740787319175361,940.8461945602621,23
EURJPY..,2026-06-26,buy,mechanical_oco,midpoint,1.7,2026-06-26 09:29:00+00:00,2026-06-26 11:18:00+00:00,183.964,183.8375,184.17905,184.17905,1.7,win,183.964,183.711,0.2529999999999859,0.9350714285714312,0.2705675655030015,fixed,2.0,1.0,-0.5849802371542798,False,EURJPY,32,accepted,4.7042309728013105,0.5,7.9971926537622275,948.8433872140243,24
XAUUSD..,2026-06-26,buy,confirmed_close,midpoint,1.7,2026-06-26 12:15:00+00:00,2026-06-26 17:00:00+00:00,4039.7,4009.775,4090.5724999999993,4069.33,0.9901420217209818,win,4036.52,3983.03,53.48999999999978,117.38928571428566,0.4556633910371458,fixed,2.0,0.5,-0.1724310776942323,False,XAUUSD,66,accepted,4.744216936070122,0.5,4.697448548563392,954.5870495410661,26
GBPJPY..,2026-06-26,buy,confirmed_close,opposite,1.7,2026-06-26 12:45:00+00:00,2026-06-26 17:00:00+00:00,213.665,213.207,214.4436,213.766,0.2205240174672477,win,213.597,213.207,0.3900000000000148,1.2967857142857144,0.30074359680529916,fixed,1.0,1.0,-0.504366812227064,False,GBPJPY,47,accepted,4.744216936070122,0.5,1.0462137784783399,949.8896009925027,25
BTCUSD,2026-06-27,buy,confirmed_close,midpoint,1.7,2026-06-27 11:00:00+00:00,2026-06-27 17:00:00+00:00,60458.3,59977.0,61276.51000000001,60420.2,-0.07916060669022562,loss,60375.8,59578.2,797.6000000000058,2178.014285714288,0.36620512786876874,fixed,0.5,0.5,-0.6546852275088384,False,BTCUSD,10,accepted,4.77293524770533,0.5,-0.37782844990151626,954.2092210911646,27
GBPJPY..,2026-06-29,buy,confirmed_close,opposite,1.7,2026-06-29 08:45:00+00:00,2026-06-29 17:00:00+00:00,213.737,213.18,214.68389999999997,214.314,1.035906642728924,win,213.672,213.18,0.4919999999999902,1.26007142857143,0.39045405589251486,fixed,1.0,1.0,-0.10951526032317481,False,GBPJPY,48,accepted,7.633673768729318,0.8,7.9077733654522415,962.1169944566169,28
XAUUSD..,2026-06-29,sell,confirmed_close,midpoint,1.7,2026-06-29 12:00:00+00:00,2026-06-29 17:00:00+00:00,4046.94,4067.165,4012.5575000000003,4034.0,0.6398022249691032,win,4086.06,4048.27,37.789999999999964,119.4049999999999,0.31648590930028053,fixed,2.0,0.5,-0.4202719406674926,False,XAUUSD,67,accepted,7.633673768729318,0.8,4.8840414619212975,967.0010359185382,29
BTCUSD,2026-06-30,sell,confirmed_close,midpoint,1.7,2026-06-30 11:45:00+00:00,2026-06-30 17:00:00+00:00,59162.7,59895.85,57916.344999999994,58677.8,0.6613926208824841,win,60490.7,59301.0,1189.699999999997,2116.007142857145,0.5622381776999112,fixed,0.5,0.5,-0.2335129236854723,False,BTCUSD,11,accepted,4.835005179592691,0.5,3.1978367477111953,970.1988726662494,30
EURJPY..,2026-07-01,buy,mechanical_oco,midpoint,1.7,2026-07-01 08:06:00+00:00,2026-07-01 08:55:00+00:00,185.705,185.531,186.00080000000003,185.531,-1.0,loss,185.705,185.357,0.3480000000000132,0.9993571428571438,0.34822385819456647,fixed,2.0,1.0,-1.0,False,EURJPY,33,accepted,4.850994363331247,0.5,-4.850994363331247,965.3478783029182,31
XAUUSD..,2026-07-01,sell,confirmed_close,midpoint,1.7,2026-07-01 09:15:00+00:00,2026-07-01 13:37:00+00:00,3965.1,3994.46,3915.1879999999996,3994.46,-1.0,loss,4018.78,3970.14,48.64000000000033,111.52071428571419,0.43615215622978765,fixed,2.0,0.5,-1.0,False,XAUUSD,68,accepted,7.722783026423346,0.8,-7.722783026423346,957.6250952764948,32
GBPJPY..,2026-07-01,buy,confirmed_close,opposite,1.7,2026-07-01 12:30:00+00:00,2026-07-01 16:11:00+00:00,215.64000000000001,215.204,216.38120000000004,215.204,-1.0,loss,215.58,215.204,0.3760000000000048,1.3152857142857175,0.2858694471597727,fixed,1.0,1.0,-1.0,False,GBPJPY,49,accepted,7.722783026423346,0.8,-7.722783026423346,949.9023122500714,33
EURJPY..,2026-07-02,sell,mechanical_oco,midpoint,1.7,2026-07-02 08:55:00+00:00,2026-07-02 09:49:00+00:00,184.787,184.9345,184.53625,184.53625,1.7,win,185.082,184.787,0.2949999999999875,1.002357142857144,0.2943062780588484,fixed,2.0,1.0,-0.3864406779659991,False,EURJPY,34,accepted,19.453999354881468,2.0480000000000005,33.07179890329849,982.9741111533699,34
GBPJPY..,2026-07-02,sell,confirmed_close,opposite,1.7,2026-07-02 10:00:00+00:00,2026-07-02 17:00:00+00:00,215.308,216.066,214.01939999999996,215.198,0.14511873350921345,win,216.066,215.496,0.5699999999999932,1.297857142857146,0.439185470555855,fixed,1.0,1.0,-0.22691292875992514,False,GBPJPY,50,accepted,4.91487055576685,0.5,0.7132397904146093,992.0426308885882,36
XAUUSD..,2026-07-02,buy,confirmed_close,midpoint,1.7,2026-07-02 12:00:00+00:00,2026-07-02 15:30:00+00:00,4076.29,4052.415,4116.8775,4116.8775,1.7,win,4074.1,4030.73,43.36999999999989,108.62142857142847,0.3992766489116848,fixed,2.0,0.5,-0.7920418848167479,False,XAUUSD,69,accepted,4.91487055576685,0.5,8.355279944803645,991.3293910981736,35
BTCUSD,2026-07-03,buy,confirmed_close,midpoint,1.7,2026-07-03 10:30:00+00:00,2026-07-03 16:53:00+00:00,61694.7,61398.3,62198.57999999999,62198.57999999999,1.7,win,61642.6,61154.0,488.59999999999854,2199.2428571428586,0.22216736928942996,fixed,0.5,0.5,-0.8809041835357748,False,BTCUSD,12,accepted,4.960213154442941,0.5,8.432362362552999,1000.4749932511412,37
BTCUSD,2026-07-05,sell,confirmed_close,midpoint,1.7,2026-07-05 12:45:00+00:00,2026-07-05 17:00:00+00:00,62472.0,62963.399999999994,61636.62000000001,62750.0,-0.5657305657305725,loss,63396.7,62530.1,866.5999999999985,2226.3928571428582,0.3892394809028048,fixed,0.5,0.5,-0.6192511192511325,False,BTCUSD,13,accepted,5.002374966255706,0.5,-2.829996419656294,997.644996831485,38
XAUUSD..,2026-07-06,sell,confirmed_close,midpoint,1.7,2026-07-06 08:15:00+00:00,2026-07-06 17:00:00+00:00,4152.1,4180.25,4104.245000000001,4140.46,0.41349911190054983,win,4203.0,4157.5,45.5,108.96928571428556,0.41754885059354924,fixed,2.0,0.5,-0.5101243339253946,False,XAUUSD,70,accepted,7.98115997465188,0.8,3.300202561454767,1000.9451993929397,39
XAUUSD..,2026-07-07,sell,confirmed_close,midpoint,1.7,2026-07-07 08:15:00+00:00,2026-07-07 14:35:00+00:00,4122.32,4146.375,4081.426499999999,4146.375,-1.0,loss,4168.4,4124.35,44.04999999999927,110.79499999999982,0.397581118281505,fixed,2.0,0.5,-1.0,False,XAUUSD,71,accepted,5.004725996964698,0.5,-5.004725996964698,995.940473395975,40
BTCUSD,2026-07-08,sell,confirmed_close,midpoint,1.7,2026-07-08 11:30:00+00:00,2026-07-08 17:00:00+00:00,62015.2,63145.0,60094.53999999999,61969.8,0.040184103381124145,win,63815.6,62474.4,1341.199999999997,2222.428571428572,0.6034839622035082,fixed,0.5,0.5,-0.3189945123030694,False,BTCUSD,14,accepted,7.967523787167801,0.8,0.3201677995551167,1009.8054316337153,42
XAUUSD..,2026-07-08,sell,confirmed_close,midpoint,1.7,2026-07-08 11:30:00+00:00,2026-07-08 12:43:00+00:00,4088.75,4112.530000000001,4048.3239999999987,4048.3239999999987,1.7,win,4131.1,4093.96,37.14000000000033,105.43571428571408,0.3522525574148131,fixed,2.0,0.5,-0.14381833473507058,False,XAUUSD,72,accepted,7.967523787167801,0.8,13.544790438185261,1009.4852638341603,41
XAUUSD..,2026-07-09,buy,confirmed_close,midpoint,1.7,2026-07-09 09:15:00+00:00,2026-07-09 16:17:00+00:00,4092.17,4071.96,4126.527,4126.527,1.7,win,4089.68,4054.24,35.440000000000055,104.28857142857126,0.33982630612860026,fixed,2.0,0.5,-0.037110341415140954,False,XAUUSD,73,accepted,5.049027158168577,0.5,8.58334616888658,1008.2907234862648,45
EURJPY..,2026-07-09,buy,mechanical_oco,midpoint,1.7,2026-07-09 09:23:00+00:00,2026-07-09 11:57:00+00:00,185.699,185.53500000000003,185.9778,185.53500000000003,-1.0,loss,185.699,185.371,0.32800000000000296,1.0012142857142854,0.32760219733181445,fixed,2.0,1.0,-1.0,False,EURJPY,35,accepted,5.049027158168577,0.5,-5.049027158168577,1004.7564044755468,43
BTCUSD,2026-07-09,buy,confirmed_close,midpoint,1.7,2026-07-09 09:30:00+00:00,2026-07-09 17:00:00+00:00,62771.3,62105.95,63902.39500000001,62962.3,0.2870669572405476,win,62582.8,61629.1,953.7000000000044,2095.7357142857145,0.4550669216061206,fixed,0.5,0.5,-0.5693244157210484,False,BTCUSD,15,accepted,5.049027158168577,0.5,1.4494088633203424,1009.7401323495851,46
GBPJPY..,2026-07-09,buy,confirmed_close,opposite,1.7,2026-07-09 09:30:00+00:00,2026-07-09 15:53:00+00:00,217.83100000000002,217.399,218.56540000000004,217.399,-1.0,loss,217.721,217.399,0.32200000000000273,1.2967857142857144,0.24830625172129098,fixed,1.0,1.0,-1.0,False,GBPJPY,51,accepted,5.049027158168577,0.5,-5.049027158168577,999.7073773173782,44
XAUUSD..,2026-07-10,sell,confirmed_close,midpoint,1.7,2026-07-10 10:45:00+00:00,2026-07-10 17:00:00+00:00,4106.79,4121.75,4081.3579999999997,4098.41,0.5601604278074925,win,4134.74,4108.76,25.979999999999563,103.72857142857131,0.2504613689574399,fixed,2.0,0.5,-0.738636363636374,False,XAUUSD,74,accepted,5.048700661747926,0.5,2.8280823225566887,1013.3712228992218,48
BTCUSD,2026-07-10,buy,confirmed_close,midpoint,1.7,2026-07-10 11:30:00+00:00,2026-07-10 17:00:00+00:00,64294.4,63496.55,65650.745,64421.3,0.15905245346869923,win,64123.7,62869.4,1254.2999999999956,1950.178571428572,0.6431718707078082,fixed,0.5,0.5,-0.3380334649370243,False,BTCUSD,16,accepted,5.048700661747926,0.5,0.803008227080053,1010.5431405766651,47
BTCUSD,2026-07-12,sell,confirmed_close,midpoint,1.7,2026-07-12 09:30:00+00:00,2026-07-12 11:08:00+00:00,63615.2,64016.3,62933.32999999999,64016.3,-1.0,loss,64379.8,63652.8,727.0,1863.8857142857144,0.3900453737200319,fixed,0.5,0.5,-1.0,False,BTCUSD,17,accepted,5.066856114496109,0.5,-5.066856114496109,1008.3043667847257,49
GBPJPY..,2026-07-13,buy,confirmed_close,opposite,1.7,2026-07-13 09:00:00+00:00,2026-07-13 17:00:00+00:00,217.12,216.296,218.52080000000004,217.128,0.009708737864054899,win,216.848,216.296,0.5520000000000209,1.2026428571428565,0.45898913108037637,fixed,1.0,1.0,-0.5582524271844673,False,GBPJPY,52,accepted,8.066434934277806,0.8,0.07831490227435813,1008.3826816870001,50
BTCUSD,2026-07-14,buy,confirmed_close,midpoint,1.7,2026-07-14 08:15:00+00:00,2026-07-14 15:46:00+00:00,62764.7,62239.9,63656.859999999986,63656.859999999986,1.7,win,62690.9,61788.9,902.0,1882.1642857142858,0.4792355305252691,fixed,0.5,0.5,-0.7094131097560952,False,BTCUSD,18,accepted,5.041913408435001,0.5,8.5712527943395,1025.525187275679,52
GBPJPY..,2026-07-14,buy,confirmed_close,opposite,1.7,2026-07-14 08:30:00+00:00,2026-07-14 17:00:00+00:00,216.94,216.56,217.58599999999998,217.209,0.7078947368421281,win,216.918,216.56,0.3580000000000041,1.1868571428571417,0.3016369764082849,fixed,1.0,1.0,-0.7157894736841963,False,GBPJPY,53,accepted,5.041913408435001,0.5,3.569143965444892,1029.0943312411239,53
XAUUSD..,2026-07-14,buy,confirmed_close,midpoint,1.7,2026-07-14 08:45:00+00:00,2026-07-14 15:30:00+00:00,4032.29,4003.415,4081.3775,4081.3775,1.7,win,4023.3,3983.53,39.76999999999998,102.84928571428561,0.386682316010251,fixed,2.0,0.5,-0.6410389610389529,False,XAUUSD,75,accepted,5.041913408435001,0.5,8.5712527943395,1016.9539344813395,51
XAUUSD..,2026-07-15,sell,confirmed_close,midpoint,1.7,2026-07-15 08:15:00+00:00,2026-07-15 15:30:00+00:00,4025.99,4045.02,3993.638999999999,4045.02,-1.0,loss,4062.02,4028.02,34.0,99.9571428571427,0.34014577676146973,fixed,2.0,0.5,-1.0,False,XAUUSD,76,accepted,5.145471656205619,0.5,-5.145471656205619,1023.9488595849183,54
BTCUSD,2026-07-16,sell,confirmed_close,midpoint,1.7,2026-07-16 10:45:00+00:00,2026-07-16 17:00:00+00:00,64161.7,64656.0,63321.38999999999,64391.0,-0.4638883269269706,loss,64974.3,64337.7,636.6000000000058,1814.6285714285716,0.35081559390351746,fixed,0.5,0.5,-0.5630184098725496,False,BTCUSD,19,accepted,8.191590876679347,0.8,-3.7999833866530186,1020.1488761982653,55
GBPJPY..,2026-07-16,sell,confirmed_close,opposite,1.7,2026-07-16 12:30:00+00:00,2026-07-16 17:00:00+00:00,219.061,219.568,218.1991,219.274,-0.42011834319525004,loss,219.568,219.161,0.4070000000000107,1.3011428571428578,0.3128019323671578,fixed,1.0,1.0,-0.6686390532544286,False,GBPJPY,54,accepted,8.191590876679347,0.8,-3.441437587243853,1016.7074386110214,56
BTCUSD,2026-07-17,sell,confirmed_close,midpoint,1.7,2026-07-17 08:30:00+00:00,2026-07-17 17:00:00+00:00,63138.9,63713.7,62161.740000000005,63228.100000000006,-0.15518441196938942,loss,64180.3,63247.1,933.2000000000044,1712.0428571428577,0.5450798127550235,fixed,0.5,0.5,-0.29714683368128775,False,BTCUSD,20,accepted,20.822168342753727,2.0480000000000005,-3.231275950197873,992.6539943180699,58
EURJPY..,2026-07-17,buy,mechanical_oco,midpoint,1.7,2026-07-17 09:36:00+00:00,2026-07-17 09:56:00+00:00,185.951,185.7835,186.23574999999997,185.7835,-1.0,loss,185.951,185.616,0.33499999999997954,0.9846428571428569,0.34022488211822377,fixed,2.0,1.0,-1.0,False,EURJPY,36,accepted,20.822168342753727,2.0480000000000005,-20.822168342753727,995.8852702682677,57
GBPJPY..,2026-07-17,sell,confirmed_close,opposite,1.7,2026-07-17 10:15:00+00:00,2026-07-17 17:00:00+00:00,218.458,218.94,217.6386,218.412,0.095435684647287,win,218.94,218.558,0.382000000000005,1.3225000000000011,0.2888468809073759,fixed,1.0,1.0,-0.24273858921165728,False,GBPJPY,55,accepted,32.6331685361506,3.2768000000000006,3.114368781457837,995.7683630995277,59
BTCUSD,2026-07-19,sell,confirmed_close,midpoint,1.7,2026-07-19 12:30:00+00:00,2026-07-19 17:00:00+00:00,64526.4,64734.75,64172.205,64445.799999999996,0.38684905207586456,win,64907.2,64562.3,344.8999999999942,1709.0785714285719,0.20180464828583144,fixed,0.5,0.5,-0.6431485481161552,False,BTCUSD,21,accepted,4.978841815497638,0.5,1.926060236760938,997.6944233362887,60
BTCUSD,2026-07-20,sell,confirmed_close,midpoint,1.7,2026-07-20 08:15:00+00:00,2026-07-20 14:32:00+00:00,64187.4,64664.95,63375.56500000001,64664.95,-1.0,loss,65041.5,64288.4,753.0999999999985,1684.9571428571435,0.4469549882574366,fixed,0.5,0.5,-1.0,False,BTCUSD,22,accepted,4.988472116681443,0.5,-4.988472116681443,992.7059512196072,61
GBPJPY..,2026-07-20,buy,confirmed_close,opposite,1.7,2026-07-20 09:00:00+00:00,2026-07-20 17:00:00+00:00,218.668,218.085,219.6591,218.591,-0.13207547169811046,loss,218.639,218.085,0.554000000000002,1.2773571428571435,0.4337079908292806,fixed,1.0,1.0,-0.5283018867924418,False,GBPJPY,56,accepted,4.988472116681443,0.5,-0.6588548078635731,992.0470964117436,62
EURJPY..,2026-07-21,buy,mechanical_oco,midpoint,1.7,2026-07-21 08:00:00+00:00,2026-07-21 11:10:00+00:00,185.529,185.3835,185.77634999999998,185.77634999999998,1.7,win,185.529,185.238,0.2909999999999968,0.8860714285714266,0.32841596130592215,fixed,2.0,1.0,-0.1924398625428996,False,EURJPY,37,accepted,12.69820283407032,1.2800000000000002,21.586944817919544,1013.6340412296631,63
GBPJPY..,2026-07-21,buy,confirmed_close,opposite,1.7,2026-07-21 08:15:00+00:00,2026-07-21 15:24:00+00:00,218.418,217.966,219.1864,217.966,-1.0,loss,218.394,217.966,0.42799999999999727,1.219857142857143,0.3508607565288653,fixed,1.0,1.0,-1.0,False,GBPJPY,57,accepted,12.69820283407032,1.2800000000000002,-12.69820283407032,1000.9358383955928,64
BTCUSD,2026-07-21,buy,confirmed_close,midpoint,1.7,2026-07-21 09:30:00+00:00,2026-07-21 15:36:00+00:00,65785.5,65362.85,66504.005,66504.005,1.7,win,65686.4,65039.3,647.0999999999913,1639.1785714285725,0.3947709000588218,fixed,0.5,0.5,-0.07287353602272047,False,BTCUSD,23,accepted,12.69820283407032,1.2800000000000002,21.586944817919544,1022.5227832135123,65
EURJPY..,2026-07-22,buy,mechanical_oco,midpoint,1.7,2026-07-22 08:00:00+00:00,2026-07-22 10:30:00+00:00,186.155,186.0035,186.41255,186.0035,-1.0,loss,186.155,185.852,0.30299999999999727,0.8874999999999987,0.34140845070422277,fixed,2.0,1.0,-1.0,False,EURJPY,38,accepted,5.112613916067562,0.5,-5.112613916067562,1017.4101692974448,66
BTCUSD,2026-07-22,sell,confirmed_close,midpoint,1.7,2026-07-22 08:30:00+00:00,2026-07-22 17:00:00+00:00,66017.8,66405.65,65358.455000000016,65896.2,0.31352326930516583,win,66687.4,66123.9,563.5,1627.757142857144,0.34618186286125496,fixed,0.5,0.5,-0.2727858708263265,False,BTCUSD,24,accepted,5.112613916067562,0.5,1.6029234296605888,1019.0130927271053,67
